Minute,Fraction
3408,1.0
3409,1.0
3410,1.0
3411,1.0
3412,1.0
3413,1.0
3414,1.0
3415,1.0
3416,1.0
3417,1.0
3418,1.0
3419,1.0
3420,1.0
3421,1.0
3422,1.0
3423,1.0
3424,1.0
3425,1.0
3426,1.0
3427,1.0
3428,1.0
3429,1.0
3430,1.0
3431,1.0
3483,1.0
3484,1.0
3485,1.0
3486,1.0
3487,1.0
3488,1.0
3489,1.0
3490,1.0
3491,1.0
3492,1.0
3493,1.0
3494,1.0
3495,1.0
3496,1.0
3497,1.0
3498,1.0
3499,1.0
3500,1.0
3501,1.0
3502,1.0
3503,1.0
3504,1.0
3505,1.0
3506,1.0
6254,1.0
6255,1.0
6256,1.0
6257,1.0
6258,1.0
6259,1.0
6260,1.0
6261,1.0
6262,1.0
6263,1.0
6264,1.0
6265,1.0
6266,1.0
6267,1.0
6268,1.0
6269,1.0
6270,1.0
6271,1.0
6272,1.0
6273,1.0
6274,1.0
6275,1.0
6276,1.0
6277,1.0
6278,1.0
6279,1.0
6280,1.0
6281,1.0
6282,1.0
6283,1.0
6284,1.0
6285,1.0
6286,1.0
6287,1.0
6288,1.0
6289,1.0
6290,1.0
6291,1.0
6292,1.0
6293,1.0
6294,1.0
6295,1.0
6296,1.0
6297,1.0
6298,1.0
6299,1.0
6300,1.0
7599,1.0
7600,1.0
7601,1.0
7602,1.0
7603,1.0
7604,1.0
7605,1.0
7606,1.0
7607,1.0
7608,1.0
7609,1.0
7610,1.0
7611,1.0
7612,1.0
7613,1.0
7614,1.0
7615,1.0
7616,1.0
7617,1.0
7618,1.0
7619,1.0
7620,1.0
7621,1.0
7622,1.0
7623,1.0
7624,1.0
7625,1.0
7626,1.0
7627,1.0
7628,1.0
7629,1.0
7630,1.0
7631,1.0
7632,1.0
7633,1.0
7634,1.0
7635,1.0
7636,1.0
7637,1.0
7638,1.0
7639,1.0
7640,1.0
7641,1.0
7642,1.0
7643,1.0
7644,1.0
7645,1.0
7760,1.0
7761,1.0
7762,1.0
7763,1.0
7764,1.0
7765,1.0
7766,1.0
7767,1.0
7768,1.0
7769,1.0
7770,1.0
7771,1.0
7772,1.0
7773,1.0
7774,1.0
7775,1.0
7776,1.0
7777,1.0
7778,1.0
7779,1.0
7780,1.0
7781,1.0
7782,1.0
7783,1.0
8116,1.0
8117,1.0
8118,1.0
8119,1.0
8120,1.0
8121,1.0
8122,1.0
8123,1.0
8124,1.0
8125,1.0
8126,1.0
8127,1.0
8128,1.0
8129,1.0
8130,1.0
8131,1.0
8132,1.0
8133,1.0
8134,1.0
8135,1.0
8136,1.0
8137,1.0
8138,1.0
8139,1.0
8140,1.0
8141,1.0
8142,1.0
8143,1.0
8144,1.0
8145,1.0
8146,1.0
8147,1.0
8148,1.0
8149,1.0
8150,1.0
8151,1.0
8152,1.0
8153,1.0
8154,1.0
8155,1.0
8156,1.0
8157,1.0
8158,1.0
8159,1.0
8160,1.0
8161,1.0
8162,1.0
8163,1.0
8164,1.0
8165,1.0
8166,1.0
8167,1.0
8168,1.0
8169,1.0
8170,1.0
8171,1.0
8172,1.0
8173,1.0
8174,1.0
8175,1.0
8176,1.0
8177,1.0
8178,1.0
8179,1.0
8180,1.0
8181,1.0
8182,1.0
8183,1.0
8184,1.0
8185,1.0
8616,1.0
8617,1.0
8618,1.0
8619,1.0
8620,1.0
8621,1.0
8622,1.0
8623,1.0
8624,1.0
8625,1.0
8626,1.0
8627,1.0
8628,1.0
8629,1.0
8630,1.0
8631,1.0
8632,1.0
8633,1.0
8634,1.0
8635,1.0
8636,1.0
8637,1.0
8638,1.0
8639,1.0
9124,1.0
9125,1.0
9126,1.0
9127,1.0
9128,1.0
9129,1.0
9130,1.0
9131,1.0
9132,1.0
9133,1.0
9134,1.0
9135,1.0
9136,1.0
9137,1.0
9138,1.0
9139,1.0
9140,1.0
9141,1.0
9142,1.0
9143,1.0
9144,1.0
9145,1.0
9146,1.0
9147,1.0
9148,1.0
9149,1.0
9150,1.0
9151,1.0
9152,1.0
9153,1.0
9154,1.0
9155,1.0
9156,1.0
9157,1.0
9158,1.0
9159,1.0
9160,1.0
9161,1.0
9162,1.0
9163,1.0
9164,1.0
9165,1.0
9166,1.0
9167,1.0
9168,1.0
9169,1.0
9170,1.0
9171,1.0
9172,1.0
9173,1.0
9174,1.0
9175,1.0
9176,1.0
9177,1.0
9178,1.0
9179,1.0
9180,1.0
9181,1.0
9182,1.0
9183,1.0
9184,1.0
9185,1.0
9186,1.0
9187,1.0
9188,1.0
9189,1.0
9190,1.0
9191,1.0
9192,1.0
9193,1.0
9194,1.0
9195,1.0
9196,1.0
9197,1.0
9198,1.0
9199,1.0
9200,1.0
9201,1.0
9202,1.0
9203,1.0
9204,1.0
9205,1.0
9206,1.0
9207,1.0
9208,1.0
9209,1.0
9210,1.0
9211,1.0
9212,1.0
9213,1.0
9214,1.0
9215,1.0
9216,1.0
9217,1.0
9218,1.0
9219,1.0
9220,1.0
9221,1.0
9222,1.0
9223,1.0
9224,1.0
9225,1.0
9226,1.0
9227,1.0
9228,1.0
9229,1.0
9230,1.0
9231,1.0
9232,1.0
9233,1.0
9234,1.0
9235,1.0
9236,1.0
9237,1.0
9238,1.0
9239,1.0
9240,1.0
9241,1.0
9242,1.0
9243,1.0
9244,1.0
9245,1.0
9246,1.0
9247,1.0
9248,1.0
9249,1.0
9250,1.0
9251,1.0
9252,1.0
9253,1.0
9254,1.0
9255,1.0
9256,1.0
9257,1.0
9258,1.0
9259,1.0
9260,1.0
9261,1.0
9262,1.0
9660,1.0
9661,1.0
9662,1.0
9663,1.0
9664,1.0
9665,1.0
9666,1.0
9667,1.0
9668,1.0
9669,1.0
9670,1.0
9671,1.0
9672,1.0
9673,1.0
9674,1.0
9675,1.0
9676,1.0
9677,1.0
9678,1.0
9679,1.0
9680,1.0
9681,1.0
9682,1.0
9683,1.0
10599,1.0
10600,1.0
10601,1.0
10602,1.0
10603,1.0
10604,1.0
10605,1.0
10606,1.0
10607,1.0
10608,1.0
10609,1.0
10610,1.0
10611,1.0
10612,1.0
10613,1.0
10614,1.0
10615,1.0
10616,1.0
10617,1.0
10618,1.0
10619,1.0
10620,1.0
10621,1.0
10622,1.0
10906,1.0
10907,1.0
10908,1.0
10909,1.0
10910,1.0
10911,1.0
10912,1.0
10913,1.0
10914,1.0
10915,1.0
10916,1.0
10917,1.0
10918,1.0
10919,1.0
10920,1.0
10921,1.0
10922,1.0
10923,1.0
10924,1.0
10925,1.0
10926,1.0
10927,1.0
10928,1.0
10929,1.0
12063,1.0
12064,1.0
12065,1.0
12066,1.0
12067,1.0
12068,1.0
12069,1.0
12070,1.0
12071,1.0
12072,1.0
12073,1.0
12074,1.0
12075,1.0
12076,1.0
12077,1.0
12078,1.0
12079,1.0
12080,1.0
12081,1.0
12082,1.0
12083,1.0
12084,1.0
12085,1.0
12086,1.0
12717,1.0
12718,1.0
12719,1.0
12720,1.0
12721,1.0
12722,1.0
12723,1.0
12724,1.0
12725,1.0
12726,1.0
12727,1.0
12728,1.0
12729,1.0
12730,1.0
12731,1.0
12732,1.0
12733,1.0
12734,1.0
12735,1.0
12736,1.0
12737,1.0
12738,1.0
12739,1.0
12740,1.0
12741,1.0
12742,1.0
12743,1.0
12744,1.0
12745,1.0
12746,1.0
12747,1.0
12748,1.0
12749,1.0
12750,1.0
12751,1.0
12752,1.0
12753,1.0
12754,1.0
12755,1.0
12756,1.0
12757,1.0
12758,1.0
12759,1.0
12760,1.0
12761,1.0
12762,1.0
12763,1.0
13658,1.0
13659,1.0
13660,1.0
13661,1.0
13662,1.0
13663,1.0
13664,1.0
13665,1.0
13666,1.0
13667,1.0
13668,1.0
13669,1.0
13670,1.0
13671,1.0
13672,1.0
13673,1.0
13674,1.0
13675,1.0
13676,1.0
13677,1.0
13678,1.0
13679,1.0
13680,1.0
13681,1.0
13732,1.0
13733,1.0
13734,1.0
13735,1.0
13736,1.0
13737,1.0
13738,1.0
13739,1.0
13740,1.0
13741,1.0
13742,1.0
13743,1.0
13744,1.0
13745,1.0
13746,1.0
13747,1.0
13748,1.0
13749,1.0
13750,1.0
13751,1.0
13752,1.0
13753,1.0
13754,1.0
13755,1.0
15418,1.0
15419,1.0
15420,1.0
15421,1.0
15422,1.0
15423,1.0
15424,1.0
15425,1.0
15426,1.0
15427,1.0
15428,1.0
15429,1.0
15430,1.0
15431,1.0
15432,1.0
15433,1.0
15434,1.0
15435,1.0
15436,1.0
15437,1.0
15438,1.0
15439,1.0
15440,1.0
15441,1.0
15477,1.0
15478,1.0
15479,1.0
15480,1.0
15481,1.0
15482,1.0
15483,1.0
15484,1.0
15485,1.0
15486,1.0
15487,1.0
15488,1.0
15489,1.0
15490,1.0
15491,1.0
15492,1.0
15493,1.0
15494,1.0
15495,1.0
15496,1.0
15497,1.0
15498,1.0
15499,1.0
15500,1.0
15607,1.0
15608,1.0
15609,1.0
15610,1.0
15611,1.0
15612,1.0
15613,1.0
15614,1.0
15615,1.0
15616,1.0
15617,1.0
15618,1.0
15619,1.0
15620,1.0
15621,1.0
15622,1.0
15623,1.0
15624,1.0
15625,1.0
15626,1.0
15627,1.0
15628,1.0
15629,1.0
15630,1.0
17303,1.0
17304,1.0
17305,1.0
17306,1.0
17307,1.0
17308,1.0
17309,1.0
17310,1.0
17311,1.0
17312,1.0
17313,1.0
17314,1.0
17315,1.0
17316,1.0
17317,1.0
17318,1.0
17319,1.0
17320,1.0
17321,1.0
17322,1.0
17323,1.0
17324,1.0
17325,1.0
17326,1.0
17377,1.0
17378,1.0
17379,1.0
17380,1.0
17381,1.0
17382,1.0
17383,1.0
17384,1.0
17385,1.0
17386,1.0
17387,1.0
17388,1.0
17389,1.0
17390,1.0
17391,1.0
17392,1.0
17393,1.0
17394,1.0
17395,1.0
17396,1.0
17397,1.0
17398,1.0
17399,1.0
17400,1.0
17771,1.0
17772,1.0
17773,1.0
17774,1.0
17775,1.0
17776,1.0
17777,1.0
17778,1.0
17779,1.0
17780,1.0
17781,1.0
17782,1.0
17783,1.0
17784,1.0
17785,1.0
17786,1.0
17787,1.0
17788,1.0
17789,1.0
17790,1.0
17791,1.0
17792,1.0
17793,1.0
17794,1.0
17845,1.0
17846,1.0
17847,1.0
17848,1.0
17849,1.0
17850,1.0
17851,1.0
17852,1.0
17853,1.0
17854,1.0
17855,1.0
17856,1.0
17857,1.0
17858,1.0
17859,1.0
17860,1.0
17861,1.0
17862,1.0
17863,1.0
17864,1.0
17865,1.0
17866,1.0
17867,1.0
17868,1.0
17956,1.0
17957,1.0
17958,1.0
17959,1.0
17960,1.0
17961,1.0
17962,1.0
17963,1.0
17964,1.0
17965,1.0
17966,1.0
17967,1.0
17968,1.0
17969,1.0
17970,1.0
17971,1.0
17972,1.0
17973,1.0
17974,1.0
17975,1.0
17976,1.0
17977,1.0
17978,1.0
17979,1.0
18402,1.0
18403,1.0
18404,1.0
18405,1.0
18406,1.0
18407,1.0
18408,1.0
18409,1.0
18410,1.0
18411,1.0
18412,1.0
18413,1.0
18414,1.0
18415,1.0
18416,1.0
18417,1.0
18418,1.0
18419,1.0
18420,1.0
18421,1.0
18422,1.0
18423,1.0
18424,1.0
18425,1.0
18476,1.0
18477,1.0
18478,1.0
18479,1.0
18480,1.0
18481,1.0
18482,1.0
18483,1.0
18484,1.0
18485,1.0
18486,1.0
18487,1.0
18488,1.0
18489,1.0
18490,1.0
18491,1.0
18492,1.0
18493,1.0
18494,1.0
18495,1.0
18496,1.0
18497,1.0
18498,1.0
18499,1.0
20814,1.0
20815,1.0
20816,1.0
20817,1.0
20818,1.0
20819,1.0
20820,1.0
20821,1.0
20822,1.0
20823,1.0
20824,1.0
20825,1.0
20826,1.0
20827,1.0
20828,1.0
20829,1.0
20830,1.0
20831,1.0
20832,1.0
20833,1.0
20834,1.0
20835,1.0
20836,1.0
20837,1.0
21137,1.0
21138,1.0
21139,1.0
21140,1.0
21141,1.0
21142,1.0
21143,1.0
21144,1.0
21145,1.0
21146,1.0
21147,1.0
21148,1.0
21149,1.0
21150,1.0
21151,1.0
21152,1.0
21153,1.0
21154,1.0
21155,1.0
21156,1.0
21157,1.0
21158,1.0
21159,1.0
21160,1.0
21703,1.0
21704,1.0
21705,1.0
21706,1.0
21707,1.0
21708,1.0
21709,1.0
21710,1.0
21711,1.0
21712,1.0
21713,1.0
21714,1.0
21715,1.0
21716,1.0
21717,1.0
21718,1.0
21719,1.0
21720,1.0
21721,1.0
21722,1.0
21723,1.0
21724,1.0
21725,1.0
21726,1.0
21777,1.0
21778,1.0
21779,1.0
21780,1.0
21781,1.0
21782,1.0
21783,1.0
21784,1.0
21785,1.0
21786,1.0
21787,1.0
21788,1.0
21789,1.0
21790,1.0
21791,1.0
21792,1.0
21793,1.0
21794,1.0
21795,1.0
21796,1.0
21797,1.0
21798,1.0
21799,1.0
21800,1.0
22602,1.0
22603,1.0
22604,1.0
22605,1.0
22606,1.0
22607,1.0
22608,1.0
22609,1.0
22610,1.0
22611,1.0
22612,1.0
22613,1.0
22614,1.0
22615,1.0
22616,1.0
22617,1.0
22618,1.0
22619,1.0
22620,1.0
22621,1.0
22622,1.0
22623,1.0
22624,1.0
22625,1.0
23572,1.0
23573,1.0
23574,1.0
23575,1.0
23576,1.0
23577,1.0
23578,1.0
23579,1.0
23580,1.0
23581,1.0
23582,1.0
23583,1.0
23584,1.0
23585,1.0
23586,1.0
23587,1.0
23588,1.0
23589,1.0
23590,1.0
23591,1.0
23592,1.0
23593,1.0
23594,1.0
23595,1.0
23646,1.0
23647,1.0
23648,1.0
23649,1.0
23650,1.0
23651,1.0
23652,1.0
23653,1.0
23654,1.0
23655,1.0
23656,1.0
23657,1.0
23658,1.0
23659,1.0
23660,1.0
23661,1.0
23662,1.0
23663,1.0
23664,1.0
23665,1.0
23666,1.0
23667,1.0
23668,1.0
23669,1.0
24056,1.0
24057,1.0
24058,1.0
24059,1.0
24060,1.0
24061,1.0
24062,1.0
24063,1.0
24064,1.0
24065,1.0
24066,1.0
24067,1.0
24068,1.0
24069,1.0
24070,1.0
24071,1.0
24072,1.0
24073,1.0
24074,1.0
24075,1.0
24076,1.0
24077,1.0
24078,1.0
24079,1.0
24993,1.0
24994,1.0
24995,1.0
24996,1.0
24997,1.0
24998,1.0
24999,1.0
25000,1.0
25001,1.0
25002,1.0
25003,1.0
25004,1.0
25005,1.0
25006,1.0
25007,1.0
25008,1.0
25009,1.0
25010,1.0
25011,1.0
25012,1.0
25013,1.0
25014,1.0
25015,1.0
25016,1.0
25067,1.0
25068,1.0
25069,1.0
25070,1.0
25071,1.0
25072,1.0
25073,1.0
25074,1.0
25075,1.0
25076,1.0
25077,1.0
25078,1.0
25079,1.0
25080,1.0
25081,1.0
25082,1.0
25083,1.0
25084,1.0
25085,1.0
25086,1.0
25087,1.0
25088,1.0
25089,1.0
25090,1.0
25777,1.0
25778,1.0
25779,1.0
25780,1.0
25781,1.0
25782,1.0
25783,1.0
25784,1.0
25785,1.0
25786,1.0
25787,1.0
25788,1.0
25789,1.0
25790,1.0
25791,1.0
25792,1.0
25793,1.0
25794,1.0
25795,1.0
25796,1.0
25797,1.0
25798,1.0
25799,1.0
25800,1.0
25852,1.0
25853,1.0
25854,1.0
25855,1.0
25856,1.0
25857,1.0
25858,1.0
25859,1.0
25860,1.0
25861,1.0
25862,1.0
25863,1.0
25864,1.0
25865,1.0
25866,1.0
25867,1.0
25868,1.0
